0.0,-20.1803,50.0,-35.99893826806962,0.0
0.01,-19.9654,49.839,-37.67770460780293,0.0
0.01,-19.7505,49.6681,-39.276256856217934,0.0
0.01,-19.5356,49.4874,-40.81178374716854,0.0
0.01,-19.3206,49.2969,-42.272826124752136,0.0
0.01,-19.1057,49.0967,-43.676572722822655,0.0
0.01,-18.8908,48.8866,-45.01156438547747,0.0
0.01,-18.6759,48.6667,-46.28926026861921,0.0
0.01,-18.461,48.4369,-47.509660372247865,0.0
0.01,-18.2461,48.1974,-48.678494274314744,0.0
0.01,-18.0312,47.9481,-49.79003239686854,0.0
0.01,-17.8163,47.6889,-50.855733895811866,0.0
0.01,-17.6013,47.42,-51.87559877114474,0.0
0.01,-17.3864,47.1412,-52.84962702286713,0.0
0.01,-17.171499999999998,46.8526,-53.78354822893038,0.0
0.01,-16.956599999999998,46.5542,-54.67736238933446,0.0
0.01,-16.741699999999998,46.246,-55.5367990820307,0.0
0.01,-16.526799999999998,45.928,-56.35612872906778,0.0
0.01,-16.311899999999998,45.6002,-57.141080908397,0.0
0.01,-16.096999999999998,45.2626,-57.89738519796968,0.0
0.01,-15.881999999999998,44.9151,-58.61931201983452,0.0
0.01,-15.667099999999998,44.5579,-59.312590951942816,0.0
0.01,-15.452199999999998,44.1908,-59.98295157224588,0.0
0.01,-15.2373,43.814,-60.62466430279241,0.0
0.01,-15.0224,43.4273,-61.24345872153369,0.0
0.01,-14.8075,43.0308,-61.83360525051844,0.0
0.01,-14.5926,42.6245,-62.406563045649264,0.0
0.01,-14.377699999999999,42.2084,-62.956602528974855,0.0
0.01,-14.1627,41.7825,-63.489453278446526,0.0
0.01,-13.947799999999999,41.3467,-63.999385716112954,0.0
0.01,-13.732899999999999,40.9012,-64.49212941992546,0.0
0.01,-13.517999999999999,40.4459,-64.96768438988404,0.0
0.01,-13.303099999999999,39.9807,-65.43178020394001,0.0
0.01,-13.088199999999999,39.5057,-65.87295770619075,0.0
0.01,-12.873299999999999,39.021,-66.30267605253887,0.0
0.01,-12.6584,38.5264,-66.72093524298437,0.0
0.01,-12.443399999999999,38.022,-67.12200569957594,0.0
0.01,-12.228499999999999,37.5078,-67.51161700026489,0.0
0.01,-12.013599999999999,36.9837,-67.88976914505125,0.0
0.01,-11.798699999999998,36.4499,-68.25073255598366,0.0
0.01,-11.583799999999998,35.9063,-68.60596638896477,0.0
0.01,-11.368899999999998,35.3528,-68.94974106604327,0.0
0.01,-11.153999999999998,34.7896,-69.28205658721915,0.0
0.01,-10.9391,34.2165,-69.60291295249242,0.0
0.01,-10.724099999999998,33.6336,-69.91803973981436,0.0
0.01,-10.5092,33.0409,-70.22170737123369,0.0
0.01,-10.2943,32.4384,-70.51391584675041,0.0
0.01,-10.0794,31.8261,-70.80039474431582,0.0
0.01,-9.8645,31.204,-71.08114406392993,0.0
0.01,-9.6496,30.5721,-71.35043422764141,0.0
0.01,-9.4347,29.9303,-71.61399481340159,0.0
0.01,-9.2198,29.2788,-71.87182582121046,0.0
0.01,-9.0048,28.6174,-72.12392725106803,0.0
0.01,-8.7899,27.9463,-72.36456952502297,0.0
0.01,-8.575,27.2653,-72.5994822210266,0.0
0.01,-8.3601,26.5745,-72.83439491703025,0.0
0.01,-8.145199999999999,25.8739,-73.05784845713126,0.0
0.01,-7.930299999999999,25.1635,-73.27557241928098,0.0
0.01,-7.715399999999999,24.4433,-73.4932963814307,0.0
0.01,-7.500499999999999,23.7132,-73.69956118767779,0.0
0.01,-7.285499999999999,22.9734,-73.90582599392489,0.0
0.01,-7.070599999999999,22.2238,-74.10063164426936,0.0
0.01,-6.855699999999999,21.4643,-74.29543729461385,0.0
0.01,-6.640799999999999,20.695,-74.48451336700703,0.0
0.01,-6.425899999999999,19.916,-74.66785986144887,0.0
0.01,-6.2109999999999985,19.1271,-74.85120635589075,0.0
0.01,-5.996099999999998,18.3284,-75.0288232723813,0.0
0.01,-5.781099999999999,17.5199,-75.20071061092055,0.0
0.01,-5.5661999999999985,16.7015,-75.36686837150849,0.0
0.01,-5.351299999999998,15.8734,-75.53302613209642,0.0
0.01,-5.136399999999998,15.0355,-75.69345431473306,0.0
0.01,-4.921499999999998,14.1877,-75.8538824973697,0.0
0.01,-4.7066,13.3302,-76.008581102055,0.0
0.01,-4.4917,12.4628,-76.15755012878903,0.0
0.01,-4.2768,11.5856,-76.30651915552305,0.0
0.01,-4.061799999999998,10.6986,-76.44975860430574,0.0
0.01,-3.846899999999998,9.8018,-76.59299805308845,0.0
0.01,-3.631999999999998,8.8952,-76.73050792391984,0.0
0.01,-3.417099999999998,7.9788,-76.86801779475124,0.0
0.01,-3.2021999999999977,7.0526,-77.00552766558265,0.0
0.01,-2.9872999999999976,6.1165,-77.13157838051143,0.0
0.01,-2.7723999999999975,5.1707,-77.26335867339151,0.0
0.01,-2.5574999999999974,4.215,-77.38940938832029,0.0
0.01,-2.3424999999999976,3.2496,-77.50973052529777,0.0
0.01,-2.1275999999999975,2.2743,-77.63578124022655,0.0
0.01,-1.9126999999999974,1.2892,-77.75037279925272,0.0
0.01,-1.6977999999999973,0.2943,-77.87069393623018,0.0
0.01,-1.4829000000000008,0.0,77.98528549525635,0.0
0.01,-1.3324999999999996,0.7018,77.81912773466841,0.0
0.01,-1.1819999999999986,1.3938,77.65296997408046,0.0
0.01,-1.0315999999999974,2.076,77.47535305758993,0.0
0.01,-0.8811,2.7484,77.29773614109936,0.0
0.01,-0.7306999999999988,3.411,77.1143896466575,0.0
0.01,-0.5802999999999976,4.0638,76.92531357426432,0.0
